"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","140","test_TC398_actualizacion_categoria_inexistente","tests.configuration.tax_categories","Fri Nov 07 21:57:43 UTC 2025","passed","Fri Nov 07 21:57:43 UTC 2025","","test_PUT_TaxCategory","",""
"","132","test_TC07_Auth_fallido_con_password_vacia","tests.login","Fri Nov 07 21:58:27 UTC 2025","passed","Fri Nov 07 21:58:27 UTC 2025","","test_POST_LoginAdmin","",""
"","153","test_TC234_Ver_listado_de_categorías_de_impuestos_exitosamente","tests.configuration.tax_categories","Fri Nov 07 21:57:31 UTC 2025","passed","Fri Nov 07 21:57:31 UTC 2025","","test_GET_TaxCatergoryList","",""
"","130","test_TC231_eliminar_tax_rate_con_codigo_nulo","tests.configuration.tax_rates","Fri Nov 07 21:57:51 UTC 2025","passed","Fri Nov 07 21:57:51 UTC 2025","","test_DELETE_TaxRates","",""
"","142","test_TC255_tax_category_nombre_minimo_length[A]","tests.configuration.tax_categories","Fri Nov 07 21:57:35 UTC 2025","passed","Fri Nov 07 21:57:36 UTC 2025","","test_POST_TaxCategory","",""
"","140","test_crear_grupo_clientes_caracteres_especiales_en_nombre[Muy corto-A-True]","tests.customer.groups","Fri Nov 07 21:58:21 UTC 2025","skipped","Fri Nov 07 21:58:21 UTC 2025","","test_POST_CustomerGroup","",""
"","150","test_TC235_actualizar_con_amounts_invalidos[-0.1-valor negativo]","tests.configuration.tax_rates","Fri Nov 07 21:58:08 UTC 2025","passed","Fri Nov 07 21:58:08 UTC 2025","","test_PUT_TaxRates","",""
"","144","test_TC156_crear_grupo_clientes_sin_codigo","tests.customer.groups","Fri Nov 07 21:58:17 UTC 2025","passed","Fri Nov 07 21:58:17 UTC 2025","","test_POST_CustomerGroup","",""
"","156","test_TC235_actualizar_con_amounts_invalidos[2.0-200%]","tests.configuration.tax_rates","Fri Nov 07 21:58:07 UTC 2025","passed","Fri Nov 07 21:58:07 UTC 2025","","test_PUT_TaxRates","",""
"","156","test_TC234_actualizar_con_nombres_invalidos_parametrizado[Tax Rate \U0001f600\U0001f389\u2764\ufe0f-emojis-True]","tests.configuration.tax_rates","Fri Nov 07 21:58:06 UTC 2025","passed","Fri Nov 07 21:58:06 UTC 2025","","test_PUT_TaxRates","",""
"","289","test_TC228_eliminar_mismo_tax_rate_dos_veces","tests.configuration.tax_rates","Fri Nov 07 21:57:49 UTC 2025","passed","Fri Nov 07 21:57:49 UTC 2025","","test_DELETE_TaxRates","",""
"","129","test_TC06_Auth_fallido_con_email_vacia","tests.login","Fri Nov 07 21:58:27 UTC 2025","passed","Fri Nov 07 21:58:27 UTC 2025","","test_POST_LoginAdmin","",""
"","144","test_TC212_obtener_tax_rate_por_codigo_inexistente","tests.configuration.tax_rates","Fri Nov 07 21:57:52 UTC 2025","passed","Fri Nov 07 21:57:52 UTC 2025","","test_GET_TaxRates","",""
"","277","test_TC293_eliminar_grupo_clientes_existente","tests.customer.groups","Fri Nov 07 21:58:09 UTC 2025","passed","Fri Nov 07 21:58:09 UTC 2025","","test_DELETE_CustomerGroup","",""
"","161","test_TC19_verificar_formato_y_tipos_datos_en_respuesta","tests.configuration.tax_categories","Fri Nov 07 21:57:34 UTC 2025","passed","Fri Nov 07 21:57:35 UTC 2025","","test_POST_TaxCategory","",""
"","150","test_TC15_Crear_categoria_impuesto_exitosamente","tests.configuration.tax_categories","Fri Nov 07 21:57:33 UTC 2025","passed","Fri Nov 07 21:57:33 UTC 2025","","test_POST_TaxCategory","",""
"","148","test_crear_grupo_clientes_caracteres_especiales_en_nombre[Solo espacios-     -False]","tests.customer.groups","Fri Nov 07 21:58:19 UTC 2025","passed","Fri Nov 07 21:58:19 UTC 2025","","test_POST_CustomerGroup","",""
"","152","test_TC234_actualizar_con_nombres_invalidos_parametrizado[Tax    Rate     Many    Spaces-m\xfaltiples espacios-False]","tests.configuration.tax_rates","Fri Nov 07 21:58:03 UTC 2025","passed","Fri Nov 07 21:58:04 UTC 2025","","test_PUT_TaxRates","",""
"","289","test_TC17_error_por_codigo_duplicado","tests.configuration.tax_categories","Fri Nov 07 21:57:33 UTC 2025","passed","Fri Nov 07 21:57:34 UTC 2025","","test_POST_TaxCategory","",""
"","152","test_TC234_actualizar_con_nombres_invalidos_parametrizado[Tax@Rate#$%^&*()-caracteres especiales-False]","tests.configuration.tax_rates","Fri Nov 07 21:58:02 UTC 2025","passed","Fri Nov 07 21:58:02 UTC 2025","","test_PUT_TaxRates","",""
"","146","test_crear_grupo_clientes_caracteres_especiales_en_nombre[SQL Injection-'; DROP TABLE-True]","tests.customer.groups","Fri Nov 07 21:58:20 UTC 2025","skipped","Fri Nov 07 21:58:21 UTC 2025","","test_POST_CustomerGroup","",""
"","147","test_TC403_actualizacion_nombre_tax_category_demasiado_largo","tests.configuration.tax_categories","Fri Nov 07 21:57:45 UTC 2025","passed","Fri Nov 07 21:57:46 UTC 2025","","test_PUT_TaxCategory","",""
"","131","test_TC03_Auth_fallido_con_email_invalida","tests.login","Fri Nov 07 21:58:27 UTC 2025","passed","Fri Nov 07 21:58:27 UTC 2025","","test_POST_LoginAdmin","",""
"","123","test_TC224_eliminar_tax_rate_sin_autenticacion","tests.configuration.tax_rates","Fri Nov 07 21:57:47 UTC 2025","passed","Fri Nov 07 21:57:47 UTC 2025","","test_DELETE_TaxRates","",""
"","136","test_TC162_crear_grupo_clientes_codigo_mas_255_caracteres","tests.customer.groups","Fri Nov 07 21:58:17 UTC 2025","passed","Fri Nov 07 21:58:18 UTC 2025","","test_POST_CustomerGroup","",""
"","145","test_TC205_crear_tax_rate_con_rango_fechas_invalido","tests.configuration.tax_rates","Fri Nov 07 21:57:57 UTC 2025","passed","Fri Nov 07 21:57:57 UTC 2025","","test_POST_TaxRates","",""
